label,path,L_mean,L_std,L_hist_0,L_hist_1,L_hist_2,L_hist_3,L_hist_4,L_hist_5,L_hist_6,L_hist_7,L_hist_8,L_hist_9,L_hist_10,L_hist_11,L_hist_12,L_hist_13,L_hist_14,L_hist_15,a_mean,a_std,a_hist_0,a_hist_1,a_hist_2,a_hist_3,a_hist_4,a_hist_5,a_hist_6,a_hist_7,a_hist_8,a_hist_9,a_hist_10,a_hist_11,a_hist_12,a_hist_13,a_hist_14,a_hist_15,b_mean,b_std,b_hist_0,b_hist_1,b_hist_2,b_hist_3,b_hist_4,b_hist_5,b_hist_6,b_hist_7,b_hist_8,b_hist_9,b_hist_10,b_hist_11,b_hist_12,b_hist_13,b_hist_14,b_hist_15
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1006).JPG,132.75010681152344,39.59867858886719,0.0,3.0517578125e-05,0.0009765625,0.0244598388671875,0.1185302734375,0.0754241943359375,0.077606201171875,0.12188720703125,0.152069091796875,0.1395416259765625,0.13568115234375,0.113067626953125,0.0276336669921875,0.007965087890625,0.004058837890625,0.001068115234375,120.84001159667969,9.5114164352417,0.0,0.0,0.0,0.0,0.0,0.0,0.1649017333984375,0.5147857666015625,0.3203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.77110290527344,8.118953704833984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31756591796875,0.6246795654296875,0.0577545166015625,0.0,0.0,0.0,0.0,0.0,0.0
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1007).JPG,122.66874694824219,34.244686126708984,0.0001983642578125,0.0016326904296875,0.0081634521484375,0.024200439453125,0.0561981201171875,0.118560791015625,0.184173583984375,0.1937255859375,0.15814208984375,0.1089630126953125,0.0708160400390625,0.04193115234375,0.023040771484375,0.0081939697265625,0.0019683837890625,9.1552734375e-05,124.35823059082031,9.233967781066895,0.0,0.0,0.0,0.0,0.0,0.0,0.055938720703125,0.5590667724609375,0.37200927734375,0.012939453125,4.57763671875e-05,0.0,0.0,0.0,0.0,0.0,149.20394897460938,5.021678447723389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1140899658203125,0.854766845703125,0.0311431884765625,0.0,0.0,0.0,0.0,0.0
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1008).JPG,124.147705078125,20.42964744567871,0.0,0.0,0.0001220703125,0.0003204345703125,0.002471923828125,0.0431671142578125,0.225738525390625,0.3644256591796875,0.215484619140625,0.0772552490234375,0.046905517578125,0.020538330078125,0.0033416748046875,0.0002288818359375,0.0,0.0,121.64340209960938,10.960625648498535,0.0,0.0,0.0,0.0,0.0,0.0,0.2929229736328125,0.26666259765625,0.4364776611328125,0.003936767578125,0.0,0.0,0.0,0.0,0.0,0.0,141.83099365234375,10.720573425292969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24871826171875,0.1126708984375,0.6358642578125,0.00274658203125,0.0,0.0,0.0,0.0,0.0
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1009).JPG,125.65621948242188,38.074913024902344,9.1552734375e-05,0.001251220703125,0.0108184814453125,0.0431060791015625,0.0752410888671875,0.118682861328125,0.1217498779296875,0.1140289306640625,0.137603759765625,0.1878814697265625,0.1211090087890625,0.0321502685546875,0.0200958251953125,0.01348876953125,0.0027008056640625,0.0,120.43820190429688,9.400270462036133,0.0,0.0,0.0,0.0,0.0,0.0,0.1148681640625,0.55224609375,0.332183837890625,0.000701904296875,0.0,0.0,0.0,0.0,0.0,0.0,134.7395477294922,8.256512641906738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223968505859375,0.6725006103515625,0.1035308837890625,0.0,0.0,0.0,0.0,0.0,0.0
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (101).jpg,120.95906066894531,56.68256378173828,0.0032616346143186092,0.1264427751302719,0.11170273274183273,0.023552827537059784,0.001053488114848733,0.000908331130631268,0.0036399224773049355,0.04037784785032272,0.25181224942207336,0.24302145838737488,0.07278965413570404,0.05514867603778839,0.043791238218545914,0.018964987248182297,0.003529955167323351,2.1993489554006374e-06,119.95360565185547,9.342727661132812,0.0,0.0,0.0,0.0,0.0,0.0,0.3358515799045563,0.34341514110565186,0.31992611289024353,0.0008071610936895013,0.0,0.0,0.0,0.0,0.0,0.0,142.127685546875,12.395356178283691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2586522400379181,0.1334872841835022,0.5978402495384216,0.010020233690738678,0.0,0.0,0.0,0.0,0.0
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1010).JPG,131.71481323242188,26.368118286132812,0.0,1.52587890625e-05,0.0001373291015625,0.0020904541015625,0.01824951171875,0.06683349609375,0.1434326171875,0.2137451171875,0.22296142578125,0.1598358154296875,0.1337738037109375,0.029510498046875,0.0086212158203125,0.00079345703125,0.0,0.0,120.50965881347656,8.192720413208008,0.0,0.0,0.0,0.0,0.0,0.0,0.0866546630859375,0.5888824462890625,0.324462890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.3114471435547,11.045586585998535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27484130859375,0.2426300048828125,0.465728759765625,0.0167999267578125,0.0,0.0,0.0,0.0,0.0
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1011).jpg,130.7240447998047,36.54865264892578,0.0,0.000457763671875,0.0050811767578125,0.01983642578125,0.035369873046875,0.1212310791015625,0.167022705078125,0.1379852294921875,0.1261138916015625,0.1475982666015625,0.1253662109375,0.0650787353515625,0.0300140380859375,0.0140838623046875,0.0045623779296875,0.0001983642578125,121.53277587890625,8.340394973754883,0.0,0.0,0.0,0.0,0.0,0.0,0.1240234375,0.4964447021484375,0.3795318603515625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.198486328125,9.48949909210205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07379150390625,0.3462066650390625,0.5671234130859375,0.01287841796875,0.0,0.0,0.0,0.0,0.0
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1012).JPG,137.58787536621094,41.29609680175781,1.52587890625e-05,0.000152587890625,0.0026092529296875,0.0164642333984375,0.0492095947265625,0.09228515625,0.1385345458984375,0.1430511474609375,0.1380157470703125,0.12371826171875,0.095458984375,0.0760498046875,0.0551910400390625,0.0572357177734375,0.010894775390625,0.0011138916015625,122.65313720703125,9.604679107666016,0.0,0.0,0.0,0.0,0.0,1.52587890625e-05,0.1684112548828125,0.429229736328125,0.402313232421875,3.0517578125e-05,0.0,0.0,0.0,0.0,0.0,0.0,140.77821350097656,11.72209644317627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.291412353515625,0.1513214111328125,0.5512542724609375,0.005889892578125,0.0001220703125,0.0,0.0,0.0,0.0
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1013).JPG,115.10366821289062,38.85923385620117,7.62939453125e-05,0.002105712890625,0.0225677490234375,0.0771942138671875,0.1181488037109375,0.131866455078125,0.115478515625,0.1202545166015625,0.1313934326171875,0.1585235595703125,0.07281494140625,0.0291595458984375,0.0143890380859375,0.0055999755859375,0.0004119873046875,1.52587890625e-05,121.33541870117188,8.539068222045898,0.0,0.0,0.0,0.0,0.0,0.0,0.08154296875,0.626068115234375,0.289703369140625,0.002685546875,0.0,0.0,0.0,0.0,0.0,0.0,144.30990600585938,9.045164108276367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1273040771484375,0.184417724609375,0.6877593994140625,0.000518798828125,0.0,0.0,0.0,0.0,0.0
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1014).JPG,132.71311950683594,27.75516128540039,4.57763671875e-05,0.000244140625,0.001617431640625,0.0067291259765625,0.0144195556640625,0.0465850830078125,0.1382904052734375,0.24859619140625,0.2216339111328125,0.15155029296875,0.092132568359375,0.0592193603515625,0.0128326416015625,0.0046539306640625,0.001312255859375,0.0001373291015625,121.1961669921875,10.947473526000977,0.0,0.0,0.0,0.0,0.0,0.0,0.2309417724609375,0.429443359375,0.3333587646484375,0.006256103515625,0.0,0.0,0.0,0.0,0.0,0.0,142.38336181640625,12.492230415344238,0.0,0.0,0.0,0.0,0.0,0.0,9.1552734375e-05,0.1665496826171875,0.227142333984375,0.566619873046875,0.0395965576171875,0.0,0.0,0.0,0.0,0.0
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1015).jpg,115.08993530273438,36.72554397583008,0.0026397705078125,0.0164642333984375,0.048828125,0.0709075927734375,0.0783843994140625,0.0630645751953125,0.058990478515625,0.117645263671875,0.32232666015625,0.19830322265625,0.0201568603515625,0.001739501953125,0.0005035400390625,4.57763671875e-05,0.0,0.0,129.3447265625,7.467090606689453,0.0,0.0,0.0,0.0,0.0,0.0,0.0181427001953125,0.2364349365234375,0.7454071044921875,1.52587890625e-05,0.0,0.0,0.0,0.0,0.0,0.0,133.08914184570312,11.382662773132324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6026611328125,0.0986785888671875,0.28936767578125,0.0092926025390625,0.0,0.0,0.0,0.0,0.0
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1016).JPG,127.34585571289062,29.28150177001953,0.0,0.0,0.000457763671875,0.0059814453125,0.0398101806640625,0.11358642578125,0.15997314453125,0.1859283447265625,0.1703338623046875,0.1526031494140625,0.1425933837890625,0.023773193359375,0.0045013427734375,0.00042724609375,3.0517578125e-05,0.0,117.33186340332031,10.831693649291992,0.0,0.0,0.0,0.0,0.0,0.0,0.4546966552734375,0.2323760986328125,0.3126068115234375,0.0003204345703125,0.0,0.0,0.0,0.0,0.0,0.0,146.46630859375,14.308310508728027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204010009765625,0.0700531005859375,0.567962646484375,0.1539306640625,0.0040435791015625,0.0,0.0,0.0,0.0
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1017).JPG,136.05213928222656,27.744667053222656,0.0,0.000274658203125,0.003204345703125,0.013824462890625,0.02789306640625,0.0504302978515625,0.084320068359375,0.142333984375,0.225006103515625,0.2212677001953125,0.217987060546875,0.0084381103515625,0.0042877197265625,0.0007171630859375,1.52587890625e-05,0.0,126.87173461914062,9.74471378326416,0.0,0.0,0.0,0.0,0.0,0.0,0.1354827880859375,0.1779632568359375,0.686553955078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.22349548339844,12.168123245239258,0.0,0.0,0.0,0.0,0.0,0.0,3.0517578125e-05,0.6396484375,0.07177734375,0.2770843505859375,0.0114593505859375,0.0,0.0,0.0,0.0,0.0
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1018).jpg,126.196533203125,35.335899353027344,0.001922607421875,0.0039825439453125,0.0062713623046875,0.025665283203125,0.0583953857421875,0.0956573486328125,0.1458587646484375,0.1789703369140625,0.158538818359375,0.1422576904296875,0.11279296875,0.0405731201171875,0.0183868408203125,0.00836181640625,0.00225830078125,0.0001068115234375,124.61871337890625,7.637141704559326,0.0,0.0,0.0,0.0,0.0,0.0,0.0180816650390625,0.53948974609375,0.4422149658203125,0.000213623046875,0.0,0.0,0.0,0.0,0.0,0.0,139.7506866455078,9.101768493652344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24639892578125,0.2885894775390625,0.4647369384765625,0.000274658203125,0.0,0.0,0.0,0.0,0.0
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1019).JPG,114.65998840332031,26.89206886291504,0.0001220703125,0.0010528564453125,0.0036468505859375,0.016143798828125,0.0663299560546875,0.1683502197265625,0.2294464111328125,0.188262939453125,0.13671875,0.1643524169921875,0.0194091796875,0.005279541015625,0.000823974609375,6.103515625e-05,0.0,0.0,122.67683410644531,8.902576446533203,0.0,0.0,0.0,0.0,0.0,0.0,0.0641021728515625,0.5857391357421875,0.348846435546875,0.001312255859375,0.0,0.0,0.0,0.0,0.0,0.0,141.82296752929688,10.524788856506348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1887664794921875,0.227081298828125,0.577423095703125,0.0067291259765625,0.0,0.0,0.0,0.0,0.0
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (102).jpg,128.2220001220703,60.316768646240234,0.003976053092628717,0.0313497930765152,0.07551538199186325,0.07049737125635147,0.07476375252008438,0.0792749747633934,0.07925892621278763,0.08634129911661148,0.08382777124643326,0.07850667834281921,0.07989101111888885,0.07629499584436417,0.06493410468101501,0.056238189339637756,0.04027780517935753,0.019051887094974518,116.70559692382812,12.136025428771973,0.0,0.0,0.0,0.0,0.0,0.008440779522061348,0.451212078332901,0.24509350955486298,0.2833448052406311,0.01190531998872757,3.4978731946466723e-06,0.0,0.0,0.0,0.0,0.0,133.2047576904297,7.908510208129883,0.0,0.0,0.0,0.0,0.0,0.0,0.0006211811560206115,0.20128346979618073,0.6964726448059082,0.0979737862944603,0.0035441687796264887,0.00010473043948877603,0.0,0.0,0.0,0.0
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1020).JPG,131.80435180664062,24.82982063293457,0.0,0.0,7.62939453125e-05,0.0034332275390625,0.0200042724609375,0.044158935546875,0.1212158203125,0.2243804931640625,0.2984619140625,0.1837921142578125,0.058319091796875,0.0255889892578125,0.0155487060546875,0.0047760009765625,0.000244140625,0.0,118.74546813964844,9.16269588470459,0.0,0.0,0.0,0.0,0.0,0.0,0.299896240234375,0.3789520263671875,0.3211517333984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.28036499023438,12.044503211975098,0.0,0.0,0.0,0.0,0.0,0.0,1.52587890625e-05,0.2710723876953125,0.091522216796875,0.6151123046875,0.02227783203125,0.0,0.0,0.0,0.0,0.0
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1021).JPG,130.10140991210938,27.163618087768555,0.0001373291015625,0.0007171630859375,0.0022125244140625,0.0043182373046875,0.01202392578125,0.0557098388671875,0.1720428466796875,0.2404937744140625,0.2239837646484375,0.1594085693359375,0.0742950439453125,0.0306549072265625,0.015380859375,0.007080078125,0.00146484375,7.62939453125e-05,112.38157653808594,9.983067512512207,0.0,0.0,0.0,0.0,0.0,0.0040130615234375,0.5516204833984375,0.33544921875,0.1082305908203125,0.0006866455078125,0.0,0.0,0.0,0.0,0.0,0.0,153.48081970214844,9.556560516357422,0.0,0.0,0.0,0.0,0.0,0.0,0.0001068115234375,0.0068206787109375,0.11767578125,0.644927978515625,0.2269439697265625,0.0035247802734375,0.0,0.0,0.0,0.0
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1022).JPG,131.5351104736328,28.549842834472656,4.57763671875e-05,9.1552734375e-05,0.00079345703125,0.0072479248046875,0.0280914306640625,0.0907745361328125,0.127349853515625,0.1463775634765625,0.2241058349609375,0.24029541015625,0.0815277099609375,0.037506103515625,0.01214599609375,0.0031280517578125,0.0004730224609375,4.57763671875e-05,124.63334655761719,9.07126522064209,0.0,0.0,0.0,0.0,0.0,0.0,0.0583343505859375,0.4409637451171875,0.5006866455078125,1.52587890625e-05,0.0,0.0,0.0,0.0,0.0,0.0,141.67945861816406,9.264490127563477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1996307373046875,0.1954498291015625,0.604766845703125,0.000152587890625,0.0,0.0,0.0,0.0,0.0
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1023).JPG,117.96839904785156,39.476104736328125,0.000244140625,0.00341796875,0.0194091796875,0.0494537353515625,0.10589599609375,0.147430419921875,0.1326446533203125,0.1442108154296875,0.1300506591796875,0.1019439697265625,0.0791015625,0.053619384765625,0.021331787109375,0.0080413818359375,0.00262451171875,0.000579833984375,122.91696166992188,7.777884483337402,0.0,0.0,0.0,0.0,0.0,3.0517578125e-05,0.0554962158203125,0.6061859130859375,0.337066650390625,0.001220703125,0.0,0.0,0.0,0.0,0.0,0.0,143.23023986816406,8.685591697692871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0766754150390625,0.3255157470703125,0.586029052734375,0.01177978515625,0.0,0.0,0.0,0.0,0.0
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1024).JPG,129.0650634765625,25.784122467041016,0.0004730224609375,0.0009765625,0.0037994384765625,0.0146026611328125,0.033966064453125,0.0639801025390625,0.108154296875,0.165924072265625,0.2294158935546875,0.34234619140625,0.0271453857421875,0.00787353515625,0.0012054443359375,0.0001373291015625,0.0,0.0,130.68943786621094,5.332819938659668,0.0,0.0,0.0,0.0,0.0,0.0,0.002349853515625,0.1976318359375,0.799713134765625,0.00030517578125,0.0,0.0,0.0,0.0,0.0,0.0,135.21923828125,13.196569442749023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.556121826171875,0.055206298828125,0.3840179443359375,0.0046539306640625,0.0,0.0,0.0,0.0,0.0
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1025).JPG,120.30657958984375,30.333044052124023,1.52587890625e-05,0.0002288818359375,0.0015869140625,0.011383056640625,0.044097900390625,0.157867431640625,0.222412109375,0.16015625,0.22515869140625,0.0806121826171875,0.044464111328125,0.0276031494140625,0.0138092041015625,0.007171630859375,0.0033721923828125,6.103515625e-05,123.26055908203125,8.919149398803711,0.0,0.0,0.0,0.0,0.0,0.0,0.122955322265625,0.380218505859375,0.496734619140625,9.1552734375e-05,0.0,0.0,0.0,0.0,0.0,0.0,139.83880615234375,12.732178688049316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3631591796875,0.14697265625,0.4654083251953125,0.0244598388671875,0.0,0.0,0.0,0.0,0.0
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1026).JPG,129.57139587402344,26.215045928955078,3.0517578125e-05,0.0001220703125,0.0008087158203125,0.0036468505859375,0.0193939208984375,0.064697265625,0.1617584228515625,0.239288330078125,0.1983642578125,0.18994140625,0.0832061767578125,0.02630615234375,0.0103759765625,0.0018768310546875,0.0001678466796875,1.52587890625e-05,118.67935180664062,10.590194702148438,0.0,0.0,0.0,0.0,0.0,3.0517578125e-05,0.30731201171875,0.3755035400390625,0.317108154296875,4.57763671875e-05,0.0,0.0,0.0,0.0,0.0,0.0,137.74493408203125,12.134379386901855,0.0,0.0,0.0,0.0,0.0,0.0,0.0007171630859375,0.224517822265625,0.4971466064453125,0.221221923828125,0.056396484375,0.0,0.0,0.0,0.0,0.0
